animal_id	studbook_id	name	taxonomic_code	species	sex	birth_date	birth_type	litter_size	death_date	mother_id	mother_name	mother_taxonomic_code	mother_species	mother_birth_date	father_id	father_name	father_taxonomic_code	father_species	father_birth_date
4532	707	Marionette	EUL	Eulemur hybrid	F	1979-03-12	captive	1	NA	507	Puppet	EUL	Eulemur hybrid	1961-04-17	multiple possibilities (2)	NA	NA	NA	NA
4533	744	Euclid	LCAT	Ring-tailed lemur	M	1979-03-13	captive	1	NA	585	Calpurnia	LCAT	Ring-tailed lemur	1971-03-15	1570	Lent	LCAT	Ring-tailed lemur	1974-04-19
4534	745	Lethe	LCAT	Ring-tailed lemur	F	1979-03-13	captive	1	1992-05-31	2583	Sappho	LCAT	Ring-tailed lemur	1977-03-11	582	Romulus	LCAT	Ring-tailed lemur	1971-03-09
4535	742	Xenophon	LCAT	Ring-tailed lemur	M	1979-03-13	captive	1	1997-11-01	1510	Kamala	LCAT	Ring-tailed lemur	1972-01-15	555	Alcibiades	LCAT	Ring-tailed lemur	1967-04-19
4536	750	Pericles	LCAT	Ring-tailed lemur	M	1979-03-16	captive	1	2000-07-28	2543	Lysis	LCAT	Ring-tailed lemur	1976-03-29	582	Romulus	LCAT	Ring-tailed lemur	1971-03-09
4537	708	Beowulf	EFUL	Common brown lemur	M	1979-03-18	captive	1	NA	3532	Libya	EFUL	Common brown lemur	1977-06-27	4512	Leif	EFUL	Common brown lemur	1971-05-21
4538	362	Odin	EFUL	Common brown lemur	M	1972-05-26	captive	NA	2002-02-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4539	48	Heracles	EMAC	Black lemur	M	1970-12-16	captive	NA	1985-11-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4540	433	Clytie	LCAT	Ring-tailed lemur	F	1973-09-19	captive	NA	1982-04-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4541	711	Dun	ERUF	Red-fronted brown lemur	M	1979-03-21	captive	1	NA	4507	Rouge	ERUF	Red-fronted brown lemur	1977-02-27	4506	Russet	ERUF	Red-fronted brown lemur	1977-04-13
4542	715	Nausicaa-A	EUL	Eulemur hybrid	M	1979-03-29	captive	1	1979-03-29	535	Nausicaa	EUL	Eulemur hybrid	1968-01-12	1575	Walt	EUL	Eulemur hybrid	1974-05-06
4543	716	Nestor	EUL	Eulemur hybrid	M	1979-03-31	captive	1	NA	2518	Huni	EUL	Eulemur hybrid	1975-04-25	1532	Cronus	EUL	Eulemur hybrid	1973-02-26
4544	717	Yvonne	EUL	Eulemur hybrid	F	1979-03-31	captive	1	NA	2510	Pasipa	EUL	Eulemur hybrid	1975-03-31	520	Yves	ECOL	Collared brown lemur	1959-10-01
4545	719	Andre	ECOL	Collared brown lemur	M	1979-04-02	captive	1	1996-08-12	521	Yvette	ECOL	Collared brown lemur	1959-10-01	520	Yves	ECOL	Collared brown lemur	1959-10-01
4546	721	Cinnabar	ERUF	Red-fronted brown lemur	F	1979-04-05	captive	1	1991-08-13	1512	Heme	ERUF	Red-fronted brown lemur	1972-03-08	2535	Roan	ERUF	Red-fronted brown lemur	1976-03-04
4547	723	Auburn	ERUF	Red-fronted brown lemur	F	1979-04-09	captive	1	1987-05-16	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
4548	150	Babel-A	VVV	Black-and-white ruffed lemur	F	1979-04-11	captive	2	1979-04-11	2560	Babel	VVV	Black-and-white ruffed lemur	1976-05-18	multiple possibilities (2)	NA	NA	NA	NA
4549	151	Callisto	VVV	Black-and-white ruffed lemur	F	1979-04-11	captive	2	2005-07-21	2560	Babel	VVV	Black-and-white ruffed lemur	1976-05-18	multiple possibilities (2)	NA	NA	NA	NA
4550	726	Gunnar	EFUL	Common brown lemur	M	1979-04-12	captive	2	NA	2574	Ino	EFUL	Common brown lemur	1970-04-03	1521	Gepetto	EFUL	Common brown lemur	1972-04-27
4551	725	Gunther	EFUL	Common brown lemur	M	1979-04-12	captive	2	NA	2574	Ino	EFUL	Common brown lemur	1970-04-03	1521	Gepetto	EFUL	Common brown lemur	1972-04-27
4552	730	Samson	EUL	Eulemur hybrid	M	1979-04-16	captive	2	NA	1572	Lima	EUL	Eulemur hybrid	1974-04-21	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
4553	729	Delilah	EUL	Eulemur hybrid	F	1979-04-16	captive	2	1996-05-10	1572	Lima	EUL	Eulemur hybrid	1974-04-21	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
4554	NA	Titania	VAR	Varecia hybrid	F	1979-04-18	captive	2	NA	2563	Hyperion	VAR	Varecia hybrid	1976-05-27	3530	Tellus	VRUB	Red ruffed lemur	1975-05-17
4555	NA	Urania	VAR	Varecia hybrid	F	1979-04-18	captive	2	NA	2563	Hyperion	VAR	Varecia hybrid	1976-05-27	3530	Tellus	VRUB	Red ruffed lemur	1975-05-17
4556	731	Claudette	EUL	Eulemur hybrid	F	1979-04-18	captive	1	NA	1505	Arlette	EUL	Eulemur hybrid	1971-07-26	561	Degaulle	ECOL	Collared brown lemur	1970-04-10
4557	732	Colene-A	EUL	Eulemur hybrid	F	1979-04-18	captive	1	1979-04-18	2531	Colene	EUL	Eulemur hybrid	1976-02-10	1525	Corley	ERUF	Red-fronted brown lemur	1972-12-12
4558	734	Bathsheba-I	EALB	White-fronted brown lemur	NA	1979-04-19	captive	2	1979-04-19	554	Bathsheba	EALB	White-fronted brown lemur	1966-10-01	3511	Elon	EALB	White-fronted brown lemur	1977-04-20
4559	735	Bathsheba-J	EALB	White-fronted brown lemur	NA	1979-04-19	captive	2	1979-04-19	554	Bathsheba	EALB	White-fronted brown lemur	1966-10-01	3511	Elon	EALB	White-fronted brown lemur	1977-04-20
4560	737	Regin	EUL	Eulemur hybrid	M	1979-04-21	captive	1	2002-09-17	2509	Ariadne	EUL	Eulemur hybrid	1975-03-31	2520	Priam	EUL	Eulemur hybrid	1975-04-28
4561	194	Phoebus	EMAC	Black lemur	M	1979-04-22	captive	2	1982-07-15	550	Aphrodite	EMAC	Black lemur	1969-05-12	2549	Stilla	EMAC	Black lemur	1976-04-07
4562	195	Artemis	EMAC	Black lemur	F	1979-04-22	captive	2	NA	550	Aphrodite	EMAC	Black lemur	1969-05-12	2549	Stilla	EMAC	Black lemur	1976-04-07
4563	738	Shadrach	EUL	Eulemur hybrid	M	1979-04-24	captive	3	1979-12-31	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	2554	Haman	EUL	Eulemur hybrid	1976-04-15
4564	739	Meshak	EUL	Eulemur hybrid	M	1979-04-24	captive	3	1983-08-07	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	2554	Haman	EUL	Eulemur hybrid	1976-04-15
4565	740	Abednigo	EUL	Eulemur hybrid	M	1979-04-24	captive	3	NA	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	2554	Haman	EUL	Eulemur hybrid	1976-04-15
4566	742	Gudrun	EFUL	Common brown lemur	F	1979-04-27	captive	1	NA	4508	Lyn	EFUL	Common brown lemur	1973-03-10	505	Clarence	EFUL	Common brown lemur	1963-01-01
4567	160	Umbriel	VVV	Black-and-white ruffed lemur	M	1979-04-28	captive	2	NA	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	multiple possibilities (2)	NA	NA	NA	NA
4568	161	Deimos	VVV	Black-and-white ruffed lemur	M	1979-04-28	captive	2	NA	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	multiple possibilities (2)	NA	NA	NA	NA
4569	164	Ares	VVV	Black-and-white ruffed lemur	M	1979-04-29	captive	4	2000-05-31	568	Clotho	VVV	Black-and-white ruffed lemur	1965-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
4570	165	Jovian	VVV	Black-and-white ruffed lemur	M	1979-04-29	captive	4	1990-09-21	568	Clotho	VVV	Black-and-white ruffed lemur	1965-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
4571	166	Sirius	VVV	Black-and-white ruffed lemur	M	1979-04-29	captive	4	1987-12-23	568	Clotho	VVV	Black-and-white ruffed lemur	1965-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
4572	167	Martia	VVV	Black-and-white ruffed lemur	F	1979-04-29	captive	4	1983-11-27	568	Clotho	VVV	Black-and-white ruffed lemur	1965-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
4573	743	Jethro	EUL	Eulemur hybrid	M	1979-04-30	captive	2	1987-04-30	1503	Esther	EUL	Eulemur hybrid	1971-05-19	3511	Elon	EALB	White-fronted brown lemur	1977-04-20
4574	744	Ichabod	EUL	Eulemur hybrid	M	1979-04-30	captive	2	1985-02-07	1503	Esther	EUL	Eulemur hybrid	1971-05-19	3511	Elon	EALB	White-fronted brown lemur	1977-04-20
4575	42	Venus Ii	VRUB	Red ruffed lemur	F	1979-05-01	captive	1	2000-11-26	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	3530	Tellus	VRUB	Red ruffed lemur	1975-05-17
4576	749	Ezra	EALB	White-fronted brown lemur	M	1979-05-07	captive	1	NA	567	Adah	EALB	White-fronted brown lemur	1968-10-01	553	David	EALB	White-fronted brown lemur	1963-10-01
4577	750	Ruby	ERUF	Red-fronted brown lemur	F	1979-05-09	captive	1	NA	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	1525	Corley	ERUF	Red-fronted brown lemur	1972-12-12
4578	752	Lisa Della-C	ERUF	Red-fronted brown lemur	F	1979-05-15	captive	1	1979-05-15	514	Lisa Della	ERUF	Red-fronted brown lemur	1965-03-08	4506	Russet	ERUF	Red-fronted brown lemur	1977-04-13
4579	753	Signe	EUL	Eulemur hybrid	F	1979-05-16	captive	1	1986-01-06	560	Dido	EUL	Eulemur hybrid	1970-03-21	2517	Uriah	EUL	Eulemur hybrid	1975-04-24
4580	580	Joshua	EALB	White-fronted brown lemur	M	1977-04-04	captive	NA	1987-11-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4581	579	Judith	EALB	White-fronted brown lemur	F	1977-05-18	captive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4582	756	Chestnut	ERUF	Red-fronted brown lemur	F	1979-05-20	captive	1	2005-02-21	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	3508	Macho	ERUF	Red-fronted brown lemur	1977-04-18
4583	755	Jean	ECOL	Collared brown lemur	M	1979-05-20	captive	2	NA	2540	Nadia	ECOL	Collared brown lemur	1976-03-25	520	Yves	ECOL	Collared brown lemur	1959-10-01
4584	754	Jacques	ECOL	Collared brown lemur	M	1979-05-20	captive	2	1984-01-13	2540	Nadia	ECOL	Collared brown lemur	1976-03-25	520	Yves	ECOL	Collared brown lemur	1959-10-01
4585	285	Ursus	EFUL	Common brown lemur	M	1970-10-01	wild	NA	1991-10-28	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
4586	197	Athena	EMAC	Black lemur	F	1979-05-22	captive	1	1997-06-04	3504	Selli	EMAC	Black lemur	1977-03-25	566	Jason	EMAC	Black lemur	1970-04-30
4587	757	Cyrus	EUL	Eulemur hybrid	M	1979-05-24	captive	2	NA	2512	Sheba	EUL	Eulemur hybrid	1975-04-08	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
4588	758	Lebana	EUL	Eulemur hybrid	F	1979-05-24	captive	2	1979-06-25	2512	Sheba	EUL	Eulemur hybrid	1975-04-08	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
4589	759	Copper	ERUF	Red-fronted brown lemur	M	1979-05-31	captive	1	NA	2506	Melpomene	ERUF	Red-fronted brown lemur	1975-03-25	1525	Corley	ERUF	Red-fronted brown lemur	1972-12-12
4590	8	Saturn	VRUB	Red ruffed lemur	M	1960-10-01	wild	NA	1987-08-04	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
4591	56	Pierette-A	EMON	Mongoose lemur	M	1979-06-03	captive	1	1979-06-03	4505	Pierette	EMON	Mongoose lemur	1975-10-01	4504	Pierrot	EMON	Mongoose lemur	1976-05-15
4592	14	Ramses	ECOR	Crowned lemur	M	1975-05-27	captive	NA	1993-10-30	oi_4020	NA	NA	NA	NA	oi_4016	NA	NA	NA	NA
4593	184	Ahab	EALB	White-fronted brown lemur	M	1977-06-05	wild	NA	1980-04-10	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
4594	198	Keziah	EALB	White-fronted brown lemur	F	1967-10-01	wild	NA	1983-10-28	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
4595	687	Rachel	EUL	Eulemur hybrid	F	1978-05-18	captive	NA	NA	572	Miriam	EALB	White-fronted brown lemur	1970-11-22	1519	Jacob	EUL	Eulemur hybrid	1972-04-12
4596	2	Baal	ERUB	Red-bellied lemur	M	1969-06-09	captive	NA	1979-07-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4597	1	Astarte	ERUB	Red-bellied lemur	F	1965-10-01	wild	NA	1981-12-21	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
4598	118	Canopus	VVV	Black-and-white ruffed lemur	M	1978-04-11	captive	NA	2006-04-20	oi_4724	NA	NA	NA	NA	oi_4229	NA	NA	NA	NA
4599	763	Balder	EFUL	Common brown lemur	M	1979-06-29	captive	1	1992-01-02	4509	Hilda	EFUL	Common brown lemur	1972-12-26	505	Clarence	EFUL	Common brown lemur	1963-01-01
467	NA	Iridium	OGG	Northern greater galago	F	1981-06-04	captive	NA	1999-10-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
501	128	Peardrop	EFUL	Common brown lemur	M	1958-10-01	wild	NA	1979-01-03	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
502	161	Oedipus	EFUL	Common brown lemur	M	1962-02-17	captive	1	1979-01-05	504	Jocasta	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
503	170	Antigone	EFUL	Common brown lemur	F	1963-03-12	captive	1	1968-10-07	504	Jocasta	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
504	130	Jocasta	EFUL	Common brown lemur	F	1958-10-01	wild	NA	1964-04-25	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
505	168	Clarence	EFUL	Common brown lemur	M	1963-01-01	captive	NA	1980-09-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
506	129	Sal	EFUL	Common brown lemur	F	1958-10-01	wild	NA	1978-10-25	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
507	152	Puppet	EUL	Eulemur hybrid	F	1961-04-17	captive	1	1979-07-21	506	Sal	EFUL	Common brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
508	182	Clarissa	EUL	Eulemur hybrid	F	1964-04-29	captive	1	NA	506	Sal	EFUL	Common brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
509	117	Pop	EFUL	Common brown lemur	M	1946-10-01	wild	NA	1981-03-05	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
510	134	Calo	ERUF	Red-fronted brown lemur	F	1958-10-01	wild	NA	1990-11-29	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
511	163	Rufus I	ERUF	Red-fronted brown lemur	M	1962-03-31	captive	1	1969-11-13	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
512	169	Kingman Brewster	ERUF	Red-fronted brown lemur	M	1963-03-01	captive	1	1983-07-18	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
513	178	Rufina I	ERUF	Red-fronted brown lemur	F	1964-04-06	captive	1	1970-01-14	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
514	186	Lisa Della	ERUF	Red-fronted brown lemur	F	1965-03-08	captive	1	1987-01-21	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
515	131	Thurber	ERUF	Red-fronted brown lemur	M	1958-10-01	wild	NA	1983-11-13	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
516	138	Juvenal	ERUF	Red-fronted brown lemur	M	1958-10-01	wild	NA	1990-11-21	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
517	206	Puppet-C	EUL	Eulemur hybrid	F	1966-03-30	captive	1	1966-08-04	507	Puppet	EUL	Eulemur hybrid	1961-04-17	509	Pop	EFUL	Common brown lemur	1946-10-01
518	200	Frodo	EFUL	Common brown lemur	F	1966-03-06	captive	1	1985-01-21	506	Sal	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
519	199	Red Child	ERUF	Red-fronted brown lemur	F	1966-03-04	captive	1	1985-07-03	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
520	145	Yves	ECOL	Collared brown lemur	M	1959-10-01	wild	NA	1982-03-04	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
521	146	Yvette	ECOL	Collared brown lemur	F	1959-10-01	wild	NA	1992-05-04	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
522	1	Pluto	VRUB	Red ruffed lemur	M	1959-10-01	wild	NA	1969-12-20	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
523	2	Venus	VRUB	Red ruffed lemur	F	1948-10-01	wild	NA	1975-08-09	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
524	3	Saturna	VRUB	Red ruffed lemur	F	1959-10-01	wild	NA	1997-04-07	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
525	1126	Charlie Chaplin	EMON	Mongoose lemur	M	1964-06-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
526	1127	NA	EMON	Mongoose lemur	F	1964-05-27	NA	NA	1966-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
527	72	Socrates	LCAT	Ring-tailed lemur	M	1958-09-01	wild	NA	1977-06-23	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
528	85	Xantippe	LCAT	Ring-tailed lemur	F	1959-09-01	wild	NA	1986-01-11	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
529	136	Pippin	LCAT	Ring-tailed lemur	M	1964-07-18	NA	NA	1969-02-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
530	170	Merridel	LCAT	Ring-tailed lemur	F	1964-07-18	NA	NA	1971-06-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
531	215	Sal-B	EFUL	Common brown lemur	M	1967-01-18	captive	1	1967-05-21	506	Sal	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
532	225	Calypso	ERUF	Red-fronted brown lemur	F	1967-04-14	captive	1	1993-01-03	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
533	227	Puppet-D	EUL	Eulemur hybrid	M	1967-05-08	captive	1	1967-07-18	507	Puppet	EUL	Eulemur hybrid	1961-04-17	501	Peardrop	EFUL	Common brown lemur	1958-10-01
534	225	Bilbo	LCAT	Ring-tailed lemur	F	1967-06-21	captive	1	1987-06-11	530	Merridel	LCAT	Ring-tailed lemur	1964-07-18	529	Pippin	LCAT	Ring-tailed lemur	1964-07-18
535	241	Nausicaa	EUL	Eulemur hybrid	F	1968-01-12	captive	1	NA	508	Clarissa	EUL	Eulemur hybrid	1964-04-29	501	Peardrop	EFUL	Common brown lemur	1958-10-01
536	233	Gamgee	LCAT	Ring-tailed lemur	F	1968-06-08	captive	1	1981-01-22	530	Merridel	LCAT	Ring-tailed lemur	1964-07-18	529	Pippin	LCAT	Ring-tailed lemur	1964-07-18
537	23	Perseus	EMAC	Black lemur	M	1966-10-01	wild	NA	1978-08-25	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
538	24	Medusa	EMAC	Black lemur	F	1966-10-01	wild	NA	1978-08-22	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
539	25	Sforza	EMAC	Black lemur	M	1966-10-01	wild	NA	1978-09-05	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
540	26	Atalanta	EMAC	Black lemur	F	1961-10-01	wild	NA	1989-02-24	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
541	249	Hermione	ERUF	Red-fronted brown lemur	F	1968-03-28	captive	1	1997-03-17	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
542	251	Pinnochio	EUL	Eulemur hybrid	M	1968-04-09	captive	1	1974-11-07	507	Puppet	EUL	Eulemur hybrid	1961-04-17	501	Peardrop	EFUL	Common brown lemur	1958-10-01
543	252	Fairchild	ERUF	Red-fronted brown lemur	M	1968-04-17	captive	1	1976-08-27	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	512	Kingman Brewster	ERUF	Red-fronted brown lemur	1963-03-01
544	7	Persephone	VRUB	Red ruffed lemur	F	1968-04-28	captive	1	1983-05-10	523	Venus	VRUB	Red ruffed lemur	1948-10-01	522	Pluto	VRUB	Red ruffed lemur	1959-10-01
545	255	Penelope	EFUL	Common brown lemur	F	1968-07-07	captive	1	1970-01-12	506	Sal	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
546	247	Balin	LCAT	Ring-tailed lemur	F	1968-12-18	captive	1	NA	530	Merridel	LCAT	Ring-tailed lemur	1964-07-18	529	Pippin	LCAT	Ring-tailed lemur	1964-07-18
547	268	Corelli	EUL	Eulemur hybrid	M	1969-02-06	captive	1	NA	514	Lisa Della	ERUF	Red-fronted brown lemur	1965-03-08	509	Pop	EFUL	Common brown lemur	1946-10-01
548	129	Fredagar	LCAT	Ring-tailed lemur	M	1963-03-24	captive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	275	Ursula	EUL	Eulemur hybrid	F	1969-04-03	captive	1	1994-09-30	506	Sal	EFUL	Common brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
550	41	Aphrodite	EMAC	Black lemur	F	1969-05-12	captive	1	1991-03-18	540	Atalanta	EMAC	Black lemur	1961-10-01	539	Sforza	EMAC	Black lemur	1966-10-01
5500	17	Nefertiti-A	ECOR	Crowned lemur	NA	1979-08-06	captive	1	1979-08-06	4525	Nefertiti	ECOR	Crowned lemur	1977-07-18	4526	Ra	ECOR	Crowned lemur	1977-07-07
5501	764	Hermione-B	EUL	Eulemur hybrid	M	1979-08-28	captive	1	1979-08-28	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	1569	Andy	EUL	Eulemur hybrid	1974-04-18
5502	173	Themis	EUL	Eulemur hybrid	F	1969-10-16	NA	NA	1986-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5503	761	Flicka	EUL	Eulemur hybrid	F	1979-06-13	captive	NA	NA	2558	Arete	EUL	Eulemur hybrid	1976-04-27	2507	Guido	EUL	Eulemur hybrid	1975-03-27
5504	772	Burgundy	ERUF	Red-fronted brown lemur	M	1980-02-17	captive	1	NA	3599	Sienna	ERUF	Red-fronted brown lemur	1975-03-01	3508	Macho	ERUF	Red-fronted brown lemur	1977-04-18
5505	814	Diogenes	LCAT	Ring-tailed lemur	M	1980-02-26	captive	1	NA	585	Calpurnia	LCAT	Ring-tailed lemur	1971-03-15	1570	Lent	LCAT	Ring-tailed lemur	1974-04-19
5506	106	Betelgeuse	VVV	Black-and-white ruffed lemur	M	1977-05-02	captive	NA	1981-02-01	oi_167144	NA	NA	NA	NA	oi_167143	NA	NA	NA	NA
5507	773	Pinto	ERUF	Red-fronted brown lemur	F	1980-03-10	captive	1	NA	514	Lisa Della	ERUF	Red-fronted brown lemur	1965-03-08	4506	Russet	ERUF	Red-fronted brown lemur	1977-04-13
5508	774	Red	ERUF	Red-fronted brown lemur	M	1980-03-12	captive	1	NA	1512	Heme	ERUF	Red-fronted brown lemur	1972-03-08	4503	Rubric	ERUF	Red-fronted brown lemur	1968-10-01
5509	775	Rusty	ERUF	Red-fronted brown lemur	M	1980-03-14	captive	1	NA	4507	Rouge	ERUF	Red-fronted brown lemur	1977-02-27	3556	Menelaus	ERUF	Red-fronted brown lemur	1978-04-03
551	214	Ishmael	EALB	White-fronted brown lemur	M	1966-10-01	wild	NA	NA	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
5510	822	Anemone	LCAT	Ring-tailed lemur	F	1980-03-14	captive	1	1992-05-26	UNK	NA	NA	NA	NA	582	Romulus	LCAT	Ring-tailed lemur	1971-03-09
5511	829	Thales	LCAT	Ring-tailed lemur	M	1980-03-17	captive	1	NA	UNK	NA	NA	NA	NA	582	Romulus	LCAT	Ring-tailed lemur	1971-03-09
5512	777	Babette	EUL	Eulemur hybrid	F	1980-03-24	captive	1	1999-12-10	1505	Arlette	EUL	Eulemur hybrid	1971-07-26	561	Degaulle	ECOL	Collared brown lemur	1970-04-10
5513	783	Umber	EUL	Eulemur hybrid	M	1980-03-28	captive	1	1980-08-19	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	1569	Andy	EUL	Eulemur hybrid	1974-04-18
5514	214	Prometheus	EMAC	Black lemur	M	1980-03-28	captive	1	1987-04-16	2523	Danae	EMAC	Black lemur	1975-05-14	2548	Gasa	EMAC	Black lemur	1976-04-07
5515	218	Andromeda	EMAC	Black lemur	F	1980-04-01	captive	1	1994-02-27	3504	Selli	EMAC	Black lemur	1977-03-25	4539	Heracles	EMAC	Black lemur	1970-12-16
5516	786	Coral	ERUF	Red-fronted brown lemur	F	1980-04-06	captive	1	1990-03-13	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
5517	459	Aphrodite-F	EMAC	Black lemur	F	1980-04-07	captive	1	1980-04-07	550	Aphrodite	EMAC	Black lemur	1969-05-12	2549	Stilla	EMAC	Black lemur	1976-04-07
5518	183	Enceladus	VVV	Black-and-white ruffed lemur	M	1980-04-07	captive	2	NA	2560	Babel	VVV	Black-and-white ruffed lemur	1976-05-18	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
5519	184	Patroclus	VVV	Black-and-white ruffed lemur	M	1980-04-07	captive	2	NA	2560	Babel	VVV	Black-and-white ruffed lemur	1976-05-18	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
552	279	Shulamite	ESAN	Sanford's brown lemur	F	1967-10-01	wild	NA	1988-05-09	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
5520	788	Judith-A	EALB	White-fronted brown lemur	F	1980-04-09	captive	4	1980-04-09	4581	Judith	EALB	White-fronted brown lemur	1977-05-18	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
5521	790	Judith-B	EALB	White-fronted brown lemur	M	1980-04-09	captive	4	1980-04-09	4581	Judith	EALB	White-fronted brown lemur	1977-05-18	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
5522	791	Hannah	EALB	White-fronted brown lemur	F	1980-04-09	captive	4	NA	4581	Judith	EALB	White-fronted brown lemur	1977-05-18	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
5523	5523	Daniel	EALB	White-fronted brown lemur	M	1980-04-09	captive	4	1989-12-26	4581	Judith	EALB	White-fronted brown lemur	1977-05-18	551	Ishmael	EALB	White-fronted brown lemur	1966-10-01
