year	category	rank	character_id	name	area	affiliation	image_url	description
2017	area	76	1878	Tsugaru-chan	Aomori Prefecture	Tsugaru Brand Promotion Conference	https://www.yurugp.jp//img/uploads/character/200/00001878.jpg	Tsugaru-chan is a fairy in the field, which is a brand agricultural product of Tsugaru City, Aomori Prefecture. Thank you for your support!
2017	area	77	45	Elephant giraffe	Saitama	Niiza City Hall Tourism Promotion Division	https://www.yurugp.jp//img/uploads/character/200/00000045.jpg	"It looks like an elephant, but it's a strange creature whose body pattern resembles a giraffe. He misunderstood the woods of ""Niiza, a city with thick trees and murmuring"" as ""elephant giraffe,"" and he seemed to have settled down in comfort."
2017	area	78	3620	Popotan	Saitama	Asaka City, Saitama Prefecture	https://www.yurugp.jp//img/uploads/character/200/00003620.jpg	Popotan is a dandelion fairy man. Born from dandelions blooming on the banks of the Kurome River flowing through the city, the white fluffy white head represents the fluff of dandelions. The dream is to bring the charm of Asaka to the world.
2017	area	79	984	Niihama Macuri	Ehime Prefecture	NPO corporation Niihama machuri corps	https://www.yurugp.jp//img/uploads/character/200/00000984.jpg	"From youth! Chu with the hometown support character ""Niihama Machuri"" (●・ω・●) Many people learned the charm of Niihama, which I love, and asked everyone who met Machuri to smile. ~! Good luck with Machuri♪"
2017	area	80	495	Yuranosuke	Wakayama Prefecture	Yura Town	https://www.yurugp.jp//img/uploads/character/200/00000495.jpg	It's Yurasuke, a PR character for sightseeing in Yura-cho ♪ I'm a fairy of a special product, Yura-chou Mandarin orange, and I'm doing my best to practice every day, admiring Daitengu of Kokokuji! I am doing my best to promote Yuramachi tourism at various events, so if you see me, please play!
2017	organization	81	3520	Espa-kun & Respa-kun	Osaka Prefecture	Fuyo Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003520.jpg	"Espa-kun & Respa-kun, the dolphin brothers whose charming points are charming! I came from the sea to protect the environment of the earth! Together with our brothers, we are working on eco! ""Cue cue, nice to meet you."""
2017	organization	82	3556	Yo-hoel	Wakayama Prefecture	Tai Geo	https://www.yurugp.jp//img/uploads/character/200/00003556.jpg	"A self-proclaimed idol of ""Taita Geo."", a guide group in Taiji Town, Wakayama Prefecture. It is a whale that sneaks back along with Baya Tachi (guide) and is abusive and abusive, but I love the area. One of the missions is to promote the Nanki Kumano Geopark."
2017	organization	83	3328	Pochitokun	Gunma Prefecture	Gunma Television Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003328.jpg	"Daily activities such as dancing around the kindergartens and nursery schools in Gunma Prefecture and dancing with ""Potchi-kun gymnastics"" are broadcast daily. In addition, it has become popular with the family, such as performing “Pochitokun Gymnastics” at festivals and event venues."
2017	organization	84	3695	Mogul Koji-kun	Osaka Prefecture	Hanshin Expressway Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003695.jpg	"Born in 1986 as a mascot that appears in the announcement of the Hanshin Expressway construction. Currently, I am working hard day and night in order to inform everyone about various information about the Hanshin Expressway with the motto ""Safety, security and comfort""."
2017	organization	85	1774	Fuku-nyan	Osaka Prefecture	Fukuya Holdings Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001774.jpg	Fukuyan is a character of the Fukuya Group, a real estate agency ☆ Last year I was 192nd! I would be happy if you could tell me that I voted ♪ https://twitter.com/fukunyan_fukuya
2017	organization	86	2646	Pedirin	Osaka Prefecture	Pedy Glass Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002646.jpg	"Nail fairy ""Pedirin"" from the fairyland ♪ I give magic spells to my painful curly nails and sad deformed nails ♪ ""Return to beautiful nails~♪"" Everyone can smile and live healthy Like this, he is active all over the country with ""Ai Nail Clipper""♪"
2017	organization	87	3516	Sororo	Tokyo	(One company) Tokyo Azusa Education Federation	https://www.yurugp.jp//img/uploads/character/200/00003516.jpg	"Affiliation: (1 company) Federation of Tokyo Azusa Education It is ""Sororo"", the mascot character of the Tokyo Abacus Education Federation. Special skills are Abacus and Anzan! He's a naughty person, but he also has wisdom. I want to introduce the wonderfulness of an abacus to many people!"
2017	organization	88	3246	Kikuchi	Kumamoto Prefecture	Kikuchi-kun Nancharan	https://www.yurugp.jp//img/uploads/character/200/00003246.jpg	I'm Kikuchi-kun, an unofficial character from Kikuchi City, Kumamoto Prefecture. Only the standard language (Kumamoto dialect) can be spoken, but you can remember it! I have a lot of lives, but I'm crazy!
2017	organization	89	2370	Spakkun	Hiroshima Prefecture	Spark Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002370.jpg	"I'm ""Sparkun"". Pakkun eats deliciously without any likes and dislikes of vegetables, meat and fish. The big eyes and mouth are the trademark ★ ""Supakkun Gymnastics"" where everyone dances is also very popular! Good luck with you."
2017	organization	90	1013	Crab	Osaka Prefecture	Crab	https://www.yurugp.jp//img/uploads/character/200/00001013.jpg	A 6 year old boy born on June 22nd in Crab. It's worthwhile to make Osaka Dotonbori the head of the advertising department. Believing that he is the father of the third generation Crab Doraku main store, he has the dream of becoming the idol of Dotonbori, succeeding the fourth generation in the future.
2017	organization	91	3120	Ikumi-chan	Tochigi Prefecture	Japan Nutrition Lunch Association	https://www.yurugp.jp//img/uploads/character/200/00003120.jpg	I love eating. A cheerful and cheerful girl ♪ The charm point is a lovely smile ☆ The dream is to make everyone happy and cheerful with food.
2017	organization	92	1999	Plaster circle	Tokyo	Kansai Paint Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001999.jpg	"""Stucco"" is a natural material that has been used since ancient times. [Stucco Maru] is a fairy born to spread the splendor of Kansai Paint's plaster paint ""Ales Chicui"". I am doing my best today with a rainbow roller on my back."
2017	organization	93	2669	Hinoki-chan	Chiba Prefecture	Gun Construction Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002669.jpg	We are doing our best to let many people know about World House's use of Japanese cypress to build a house and its goodness, as well as domestic forestry, forestry, and environmental issues!
2017	organization	94	2907	Vision-kun	Osaka Prefecture	Vision Glasses Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002907.jpg	"It is ""Vision-kun"" of vision glasses loved by good eye communication~♪ CM. It's not a rabbit, it's a ""dog"" ☆ I found a problem with glasses ☆ My job is to solve it! Thank you for your support!"
2017	organization	95	1086	Skipjack Nyanko (bonito cat)	Kochi Prefecture	Hama Sou Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001086.jpg	Name: Skipjack Nyanko (bonito cat) Birthplace: Kochi City, Kochi Age: 3 years old (boy) Personality: Otoshi Favorite: Tosa's bonito Hobbies: Swim and sleep People I respect: Ryoma Sakamoto Dreams: 7 Seas Traveling
2017	organization	96	3676	Pliny	Gifu Prefecture	Nippon Ichi Software Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003676.jpg	"A mascot character of Japan's No. 1 software, a game company in Kakamigahara City, Gifu Prefecture. Even though he is active in the area, in the world of ""Disgaea"", he works as the weakest mob character in history."
2017	organization	97	3453	Tomekichi	Saitama	Nac Planning Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003453.jpg	This is Tomekichi from Nac Planning Co., Ltd. I love architecture and cleaning (^^♪ If you have any suggestions for comfortable living, leave it to me!
2017	organization	98	2458	Matsudo	Chiba Prefecture	Matsudo Central Lions Club	https://www.yurugp.jp//img/uploads/character/200/00002458.jpg	A 49-year-old office worker living in Matsudo City, Chiba Prefecture. This is my fifth entry this year because I want to publicize my favorite Matsudo city widely. And the last entry. I want to see everyone's smiles, so I'm going to work at various events Matsudo~♪ Thank you for your support!
2017	organization	99	2744	Ai-chan Toss-kun	Osaka Prefecture	Aitos Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002744.jpg	"We are Aitos Co., Ltd.'s image character ""Ai-chan & Tossu-kun"" ♪ We will deliver comfortable work clothes that support workers and support with love and smile. The venue for this year's finals is Osaka! We aim to be within 100th place as a 100-year company☆"
2017	organization	100	2670	Eel	Shizuoka Prefecture	Unagiimo Cooperative	https://www.yurugp.jp//img/uploads/character/200/00002670.jpg	Hamamatsu's new specialty! Sweet potatoes that were cultivated with fertilizer at the part where eels are thrown away and discarded. The eel has plenty of honey! Characterized by the thick texture. The eel born in the eel field is still being promoted today.
2017	area	81	3564	Bulberry daughter and Bourpyot	Miyagi Prefecture	Tomiya City	https://www.yurugp.jp//img/uploads/character/200/00003564.jpg	A blueberry fairy who descended on Tomiya City. I will fly around that field and this field and produce delicious fruits. Both of us love cakes. Sometimes I come to a store that makes delicious cakes.
2017	area	82	67	Habatan	Hyogo prefecture	Hyogo prefecture	https://www.yurugp.jp//img/uploads/character/200/00000067.jpg	"He is an energetic person and has a strong challenge spirit. Put your face on everywhere and sprinkle a friendly smile. ""Tan is working hard every day to disseminate the charm and energy of Hyogo to all of Japan! Everyone, support me ☆"" by hatan"
2017	area	83	2793	Awawa Momo-chan	Okayama Prefecture	Akaban City, Okayama Prefecture	https://www.yurugp.jp//img/uploads/character/200/00002793.jpg	A bright and energetic girl who loves Akaban City with the motif of peach and grapes, which are the fruits of Akaban City. One piece is based on the refreshing blue sky of sunny Okayama. The point is a peach wreath decoration and three-dimensional grape grains.
2017	area	84	3285	Sankuyama Bee	Hokkaido	Nishi-ku, Sapporo	https://www.yurugp.jp//img/uploads/character/200/00003285.jpg	This is Sankuyama Bee, a youkai living in the triangle triangle of Nishi-ku, Sapporo. Rooted in the northern land, it has been about 1.5 million years and 10 years. Sankuyama Bee mountain!
2017	area	85	3588	Nacchan	Saitama	Kamikawa	https://www.yurugp.jp//img/uploads/character/200/00003588.jpg	"A pear fairy ""Natchan"" with a pear that is a specialty of Kamikawa town. My grandfather, who had been making entries with me until last year, is a supporter of the Goddess, a scepter of Shiromineyama."
2017	area	86	3667	Michu	Mie Prefecture	Mie Central Agricultural Cooperative	https://www.yurugp.jp//img/uploads/character/200/00003667.jpg	"JA Mie Chuo's mascot character ""Michu""! He has lush mountains on his head, a pear and tea leaf pendant around his neck, a bag of rice, and soy sneakers. Nice to meet you!"
2017	area	87	2157	Namisuke Nammy	Tokyo	Suginami	https://www.yurugp.jp//img/uploads/character/200/00002157.jpg	It is a fairy who lived on Suginasaurus. I left the island by boat and came to Suginami Ward, which I was longing for. I'm working hard every day to connect everyone with the ward! On Instagram, we are also telling a lot about Suginami Ward.
2017	area	88	3656	Zenkai-kun	Oita Prefecture	Nakatsu Shimoge Chamber of Commerce	https://www.yurugp.jp//img/uploads/character/200/00003656.jpg	"A young traveler who suddenly appeared in Nakatsu City. Continue to travel to ""aim for the heart and power of the Zen Sea"" and boldly ""challenge"" anything. The right name, Power Zenkai! ! What makes you fleas"
2017	area	89	1031	Yuririn (Yurihama town maiden character)	Tottori prefecture	Yurihama Town, Tohaku District, Tottori Prefecture	https://www.yurugp.jp//img/uploads/character/200/00001031.jpg	"It is a Hawaiian celestial maiden named after the place name ""Hawaii"" in Yurihama and the legend of celestial maiden. The 20th century pear's vivid green hair, a pear flower hair ornament, and a lei of the evening glory flower that appeared in the legend of the celestial maiden on her neck, and she wears a wave-shaped dress of the Sea of Japan."
2017	area	90	2016	Mokoshika	Mie Prefecture	Komono Town Tourism Association	https://www.yurugp.jp//img/uploads/character/200/00002016.jpg	Komono Town has a motif of the Japanese antelope, a special natural treasure of the country that lives on Mt. The corner is a plant that is said to be the origin of Komono Town, Makomo ♪ A cute 3-year-old child who is surprised by its plump body and eyes
2017	area	91	3267	Fuji Kyun	Kanagawa Prefecture	Fujisawa	https://www.yurugp.jp//img/uploads/character/200/00003267.jpg	"This is Fuji Kyun, the official mascot character of ""Kyun Toshi Machi. Fujisawa""! The charm of Enoshima hat and yacht ears is ♪ Where is Fujisawa? I was disappointed when asked, so I will do my best to make it famous! Supporting Kyun"
2017	area	92	1501	Choppy	Chiba Prefecture	Choshi Chamber of Commerce and Industry	https://www.yurugp.jp//img/uploads/character/200/00001501.jpg	Let's help you to disseminate information on industry and tourism in Choshi City. In 2015, we will become the official character of Choshi City! Although he has a warm and sociable personality, he is also an ambitious and dark-faced person... The goal this time is to use the power and connections of official characters to work hard to reach 100th! ! Please vote! !
2017	area	93	3705	Dr. Crocodile	Osaka Prefecture	Osaka University	https://www.yurugp.jp//img/uploads/character/200/00003705.jpg	Numerical formula that governs the universe S=∫d4x√-detGμv(x)[1/16πGN(R[Gμv(x)]-Λ)-1/4Σ(i=13)tr(F(i)μv(x)) 2+…Is this the case… Ah, Dr. Crocodile at Osaka University. nice to meet you!
2017	area	94	399	Omuran-chan	Nagasaki Prefecture	Omura City	https://www.yurugp.jp//img/uploads/character/200/00000399.jpg	This is Omura-chan, the Omura city mascot character. An orchid cherry blossom fairy with the motif of the Omura cherry tree, Omura. Thank you for your support☆
2017	area	95	2095	Hirokawa Machiko	Fukuoka Prefecture	Hirokawa Town Chamber of Commerce	https://www.yurugp.jp//img/uploads/character/200/00002095.jpg	The Kurume Kasuri kimono and Amaou strawberry beret look great! I love Hatsukoi Busse and will eat it! The charm point is freckles and a friendly smile. I'm at the Aisai Market in Hirokawa Town, so come see me! Thank you for your support!
2017	area	96	612	Musashi Arashimaru	Saitama	Arashiyama Town Hall	https://www.yurugp.jp//img/uploads/character/200/00000612.jpg	A curious and naughty boy wearing a helmet of the national butterfly Oomurasaki, dressed as a samurai from history, born in the natural area of Arashiyama Town♪
2017	area	97	1020	Yachiyo image character	Chiba Prefecture	Yachiyo	https://www.yurugp.jp//img/uploads/character/200/00001020.jpg	Yachi is a new species of creature that is neither a bird nor a cat. Personality is super positive, but at my own pace. What I like is taking a walk. I was invited to Yachiyo City by the scent of roses. Nice to meet you all!
2017	area	98	2865	Umiemon	Hokkaido	Akkeshi Town	https://www.yurugp.jp//img/uploads/character/200/00002865.jpg	My name is Ukeemon Co., Ltd. in Akkeshi Town, located in the eastern part of Hokkaido.
2017	area	99	1254	Shirapen	Wakayama Prefecture	Shirahama Town Chamber of Commerce	https://www.yurugp.jp//img/uploads/character/200/00001254.jpg	The character “Shirapen” of the youth club of the Shirahama-cho Chamber of Commerce is a fairy named “Shirala Penguin” who lives in Shirahama. We are doing our best to promote the commerce and industry of Shirahama town, the development of tourism and service industry, and the promotion of Shirahama town.
2017	area	100	1009	Kuruppa (Kurume City Image Character)	Fukuoka Prefecture	Kurume	https://www.yurugp.jp//img/uploads/character/200/00001009.jpg	Kappa was born in Chikugogawa, the largest river in Kyushu. If you like taking a walk, go out to various places and do your best to promote Kurume! Thank you for your support!
2017	organization	101	3641	Hukat	Tokyo	Japan Sports Wellness Fukiya Association	https://www.yurugp.jp//img/uploads/character/200/00003641.jpg	(One company) Japan Sports Wellness Fukiya Association (former: Sports Fukiya) Mascot Fukat! I'm at competitions and hands-on meetings. Hobbies are sports wellness Fukiya and Hinataboko. I like hot natto.
2017	organization	102	3594	Soiree-chan	Tokyo	Tokyo Soir Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003594.jpg	Ceremony Born in Hoshi, Formal Fairy loves fashion. (Ceremony stars are anniversary planets every day!) Jump anywhere with small wings! With the flower stick, you can dress everyone up with magic.
2017	organization	103	2722	Camele	Tokyo	Atre Co., Ltd. Atre Kameido	https://www.yurugp.jp//img/uploads/character/200/00002722.jpg	"Atre Kameido official character ""Camere-chan"" was born in 2014! Appeared at the event as ""Hospitality""! We will liven up the town of Kameido ♪ ""Camele handshake event"" is being held every second Saturday of every month! Come see me~☆彡"
2017	organization	104	1017	Tokukun	Tokyo	Securities Knowledge Dissemination Project (Secretariat: Japan Securities Dealers Association)	https://www.yurugp.jp//img/uploads/character/200/00001017.jpg	"Affiliation: Securities knowledge dissemination project (Secretariat: Japan Securities Dealers Association) Tokusukun is a boy born on October 4th (Toshi) and is the mascot character of the ""Securities Knowledge Dissemination Project"". It is hoped that many people will feel familiar with “investment”."
2017	organization	105	3132	Big bear	Ibaraki Prefecture	Pachinko slot BIGMARCH	https://www.yurugp.jp//img/uploads/character/200/00003132.jpg	"Through BIGMARCH's character ""Bicuma-kun!"" Pachinko/Slot, which is a pachinko parlor store in Tochigi and Gunma prefectures, mainly in Ibaraki prefecture, we will convey ""Energy to the town!"""
2017	organization	106	2557	Pritama	Saitama	Nissan Prince Saitama Sales Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00002557.jpg	"Hello! This is the 6th entry Pritama. ""I am excited about everyone's work ♪ Please be excited to see the Nissan advanced technology videos that I recommend!"" Thank you for your support!"
2017	organization	107	3553	Corolla Prince	Nara Prefecture	Toyota Corolla Nara Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003553.jpg	"It is often mistaken for a dog, but it is a ""deer"". My favorite food is Nara pickles. We are working hard today to make everyone aware of Nara and Corolla cars. Thank you for your support!"
2017	organization	108	3538	Fujipon	Tokyo	Team GOEN	https://www.yurugp.jp//img/uploads/character/200/00003538.jpg	"As a leader of the social activity support team, Pon was born to inform children about the fun of donations and volunteer activities. The dream is 100 trillion yen in the donation market in Japan! Search ""Fujipon GOEN"" for LINE stickers and Facebook!"
2017	organization	109	795	Mokuji	Saitama	Wako Shin Paint Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00000795.jpg	I am very cheerful and always cheerful People who are not relieved Type challenge that I will challenge anything as research material Yuru Chara (R) Grand Prix 2020 THE FINAL
2017	organization	110	3337	Ardy	Tokyo	Ernest One Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003337.jpg	It's Ardy who is helping everyone to be happy. If you go to the property, you might meet me! ? If you see it, call out!
2017	organization	111	3720	Recochuma	Tokyo	Recochoku Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003720.jpg	"Reco Chokuma is a mascot character of Reco Choku Co., Ltd. and bears with the best artists in Japan. I like to relax at my own pace, but I love music. Favorite word ""Music has a dream."""
2017	organization	112	836	Techno-kun	Osaka Prefecture	Osaka Science and Technology Museum	https://www.yurugp.jp//img/uploads/character/200/00000836.jpg	My name is Techno-kun, an honorary director of the Osaka Science and Technology Museum. In this science museum, you can enjoy and learn the latest science and technology utilized in our lives! I'm also patroling the hall, so please come and visit us♪
2017	organization	113	3563	Miracle & Cue Cue	overseas	World Religious Museum	https://www.yurugp.jp//img/uploads/character/200/00003563.jpg	Hello everyone! We are the mascot characters of the World Religious Museum in Taiwan, the blue miracle and the pink QQ. It is a spirit that sends kindness and peace to everyone's hearts♪ Please support us! ☆
2017	organization	114	3092	Muya-kun	Tokushima	TV Naruto Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003092.jpg	"Ma-Rui-Rui ""Muya-kun"" Eyes Dikara 120%! Nya, the official character of Naruto City, Tokushima Prefecture! I'm appearing on Naruto on cable TV and introducing Naruto's charms. Nya (=ΦωΦ=) When I see me"
2017	organization	115	3383	Connect-kun	Fukuoka Prefecture	QTnet Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003383.jpg	"Kyushu's optical internet ""BBIQ"" character, Connect. It's said to be a polar bear or a reindeer, but it's a fairy from the land of light ~ The story only here, Wi-Fi comes out from my ears. Nice to meet you~"
2017	organization	116	1857	Hanappy	Iwate Prefecture	Iwate Airport Terminal Building Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001857.jpg	Sixth appearance! Iwate Hanamaki Airport's Hanappy and Happy. Pink airplane hat, white clouds, red flowers, all my charm points♪ I love airplanes. I fly around various places and do my best at airport PR♪
2017	organization	117	3522	Kuripu	Tokyo	N Double P Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003522.jpg	This is Kuripu, a friend of Chris Heart! With Chris, we are introducing delicious foods and wonderful places in each region of the country! I really want you to be friends
2017	organization	118	3495	Haruo	Tokyo	Haruene Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003495.jpg	Haruo is a 7 year old energy fairy. I'm from the Kingdom of the Sun. Haruo-kun was born with the company logo as the motif. At first glance, it is mistaken for a lion, but the image is of the sun.
2017	organization	119	1962	Coba Santa	Aichi Prefecture	Car inspection kovac	https://www.yurugp.jp//img/uploads/character/200/00001962.jpg	"""Everyone is a happy car~!?"""
2017	organization	120	3485	Fuji-chan	Saitama	Fuji Yakuhin Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00003485.jpg	Placement drug and drug The mascot mascot character. A grandchild who is 10 years old Fu and 60 years old Ji and grandpa. Born in Toyama and raised in Saitama. My hobby is visiting homes all over Japan.
2017	area	101	3670	Moriyoshi	Osaka Prefecture	Moriguchi	https://www.yurugp.jp//img/uploads/character/200/00003670.jpg	Moriyoshi is a naughty and curious Shiba Inu boy. A very long Moriguchi radish is wrapped around the neck. The mom's handmade pouch contains a favorite of Moriguchi pickles. Since walking is a daily routine, please call out if you see it♪
2017	area	102	3091	Tea	Saitama	Iruma City	https://www.yurugp.jp//img/uploads/character/200/00003091.jpg	"It's Iruma mascot character ""Iru Tea"" ♪ I'm a bird of the city's bird, I got a name from ""Iru"" Iruma and ""Tea"" of tea. You can drink delicious Sayama tea very much and do naughty sumo wrestling! Thank you for your support♪"
2017	area	103	1030	Kakitan	Wakayama Prefecture	JA Kihoku Kawakami	https://www.yurugp.jp//img/uploads/character/200/00001030.jpg	"""Kakitan"" has persimmons. The charm point is persimmons on the head and hips! Is it a good thing to take a photo of your buttocks? I'm trying hard to get everyone to know the delicious persimmons. Please support me again this year♪"
2017	area	104	678	Iwade City Image Character Sohei	Wakayama Prefecture	Iwade City, Wakayama Prefecture	https://www.yurugp.jp//img/uploads/character/200/00000678.jpg	"I am Sohei from Iwade City, Wakayama Prefecture. The birthplace of the first gun in Honshu. The motif is a monk who was also active in the gun corps, and he is studying Negoro-nuri and Negoro's lullaby. I will do my best so that everyone can know ""Iwade."""
2017	area	105	2738	Shimako	Mie Prefecture	Shima	https://www.yurugp.jp//img/uploads/character/200/00002738.jpg	"Shimako-san was born to publicize the culture and tourism of Shima in the Summit venue, Shima City. In March 2017, ""Toba-Shima Ama fishing technique"" was designated as an important intangible folk cultural asset of the country. Please support Shimako-san!"
2017	area	106	1205	Kawani's	Tokushima	Tokushima Eastern Area Experience Tourism Municipal Liaison Council	https://www.yurugp.jp//img/uploads/character/200/00001205.jpg	Kawani-Z lives in a beautiful river in Tokushima, and their names are different depending on their colors! We're all doing a publicity activity in Tokushima with a team of 7!
2017	area	107	527	GO Tai-kun	Hokkaido	Goryokaku Tower Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00000527.jpg	The official image character “GO Takun” of Goryokaku Tower in Hakodate City, Hokkaido ♪ It was born at the same time as the second generation Goryokaku Tower opened in 2006 ♪ The charm point is a lightning rod and an aviation obstruction light above the head ♪
2017	area	108	3536	Tea pillar Tatsu	Mie Prefecture	Ise tea promotion meeting	https://www.yurugp.jp//img/uploads/character/200/00003536.jpg	The tea produced in Mie Prefecture is called Isecha, and its production is the third highest in Japan! We are publicizing to let everyone know about such Ise tea. It's a very auspicious name, so if you find one, touch or shake it! There may be good things!
2017	area	109	3465	Maruta-kun	Hokkaido	Tsubetsu-cho Industrial Promotion Division Commerce and Industry Tourism Group	https://www.yurugp.jp//img/uploads/character/200/00003465.jpg	"""Maruta-kun,"" a bear cub born from a tree log of ""Mizu-nara"" in Tsubetsu-cho. Gentle and full of energy! In Tsubetsu town, rugby training camps gather Lagerman from all over Japan, so Maruta-kun is wearing a lager shirt."
2017	area	110	521	Keeco	Hokkaido	Kikonai Town Hall	https://www.yurugp.jp//img/uploads/character/200/00000521.jpg	"We are working to make Kikonai Town where the Hokkaido Shinkansen stops lively! My favorite food is ""Hakodate Wagyu"", a specialty of Kikonai that is full of umami."
2017	area	111	988	Mito-chan	Ibaraki Prefecture	Mito City	https://www.yurugp.jp//img/uploads/character/200/00000988.jpg	I go out to various places, make many friends, and try my best to promote Mito so that Mito can come to play ☆ I will do my best to get interested in the good points of Mito, so please vote Please!
2017	area	112	199	Neela	Yamanashi Prefecture	Nirasaki City Tourist Association	https://www.yurugp.jp//img/uploads/character/200/00000199.jpg	"""Neira"" is a mysterious frog that God uses to fulfill dreams and wishes with the power of magic. It is said that the green pattern between Nila's eyebrows shines when you use magic, and good luck comes when you touch the belly star. Please cheer everyone☆"
2017	area	113	489	Pink Usahi	Yamagata Prefecture	Yamagata Prefecture Asahi Town Office	https://www.yurugp.jp//img/uploads/character/200/00000489.jpg	Although it is about a 30-minute drive from JR Yamagata Station, there is no station and there is a bus that makes one round trip per day. Actively works from skiing to swamp fishing, but somewhere in the eyes.
2017	area	114	424	Just section manager	Osaka Prefecture	Tadaoka Town Industrial Town Development Department Industrial Promotion Division	https://www.yurugp.jp//img/uploads/character/200/00000424.jpg	"Tadaoka participated in events in other cities, towns and villages in order to become a more attractive and active town by proclaiming that ""We are aiming to be the most energetic town in Japan, with the smallest area of 3.97 in Japan."" We are promoting the town."
2017	area	115	2129	Muthuran Family	Aomori Prefecture	Mutsu City, Aomori Prefecture	https://www.yurugp.jp//img/uploads/character/200/00002129.jpg	"I'm Monsieur Ichuran I, a gourmet star who loves ""Mutsu City, Aomori Prefecture""! With my wife Madam Muturi and my daughter Princess Muchurin, I'm going to promote the charm of Mutsu City to the whole country with my family! Thank you for your support!"
2017	area	116	3634	Mihosu	Ibaraki Prefecture	Miura Village, Ibaraki Prefecture	https://www.yurugp.jp//img/uploads/character/200/00003634.jpg	This is the Mihosu mascot character from Miura Village, Ibaraki Prefecture. I'm a little laid back, but I am doing my best with full power to promote Miura-mura's specialty products! Thank you for your support! !
2017	area	117	124	Hachikazuki-chan	Osaka Prefecture	Neyagawa	https://www.yurugp.jp//img/uploads/character/200/00000124.jpg	"Hachikazuki-chan is a mascot character of Neyagawa City, with the city tree ""Sakura"" in the motif of Neyagawa City's famous folk tale ""Hachikazuki Princess""."
2017	area	118	3325	Yo Kojiro	Kochi Prefecture	Ochi Town, Kochi Prefecture	https://www.yurugp.jp//img/uploads/character/200/00003325.jpg	Yosojiro is a fairy from Yokokurayama! There is also one aspect that is a romance that you are struggling and giving cosmos to your wife! Makoto Makoto or anyone who sees his family can be happy.
2017	area	119	3728	Ki-bo, Tsumugi-chan	Mie Prefecture	Mie Prefecture	https://www.yurugp.jp//img/uploads/character/200/00003728.jpg	"A character from the Mie Prefectural Animal Welfare Promotion Center ""Asumaru"". Ki-bo is a boy of Kishu dog, and Tsumugi is a calico girl. May dogs and cats waiting for transfer meet a new family and “spin” hope!"
2017	area	120	2338	Tajiritchi	Osaka Prefecture	Tajiri Town	https://www.yurugp.jp//img/uploads/character/200/00002338.jpg	"The bright and energetic Captain Tajiricchi, ""Tajiricchi"", is very emotional and crying. I want to publicize a lot of Tajiri's shit! What are you doing? Are you aiming for higher rankings? ""Oh-!"" (= Tajiri dialect, of course) Eh! Oh Yeah?"
2017	organization	121	3636	Kumamoto Aka Ussy	Kumamoto Prefecture	Otsuka Group	https://www.yurugp.jp//img/uploads/character/200/00003636.jpg	"Kumamoto Aka Usshi is a rare Aka beef produced by Aso Farm in Aso City, Kumamoto Prefecture. As the Otsuka Group Advertising Manager, Usshi is struggling to restore Kumamoto's ""vigor"" and ""smile""! Cheer up, Ussy!"
2017	organization	122	3424	Na-No	Hokkaido	Nahana Pharmacy (Medical Systems Network Group)	https://www.yurugp.jp//img/uploads/character/200/00003424.jpg	"Affiliation: Nanohana Pharmacy (Medical Systems Network Group) Nana's pharmacy character Nana's fairy is ""Nano"". A gentle child who can't let go of someone who isn't energetic. With a touch of a flower stick, you can instantly get well! The LINE stamp is on sale! Thank you for your support!"
2017	organization	123	2547	Shizupon	Shizuoka Prefecture	SDF Shizuoka Regional Cooperation Headquarters	https://www.yurugp.jp//img/uploads/character/200/00002547.jpg	Shizupon is the cheerleader and sales manager of the Self-Defense Forces Shizuokachimoto! The mandarin oranges that are Shizuoka's specialty, the hands are tea leaves, the legs are black rice pennanda pong! I want to decorate the Yuru-chara GP final with the final beauty, so please support me. Pong!
