year	category	rank	character_id	name	area	organization	image_url	name_english	area_english	organization_english
2018	organization	215	3899	ほねぴー	（東京都）	株式会社ファクトリージャパングループ	https://www.yurugp.jp//img/uploads/character/200/00003899.jpg	Honepee	(Tokyo)	Factory Japan Group Co., Ltd.
2018	organization	216	3878	シュガラブちゃん	（大阪府）	コンペイトウ王国（大阪糖菓株式会社）	https://www.yurugp.jp//img/uploads/character/200/00003878.jpg	Sugar Love	(Osaka Prefecture)	Konpeito Kingdom (Osaka Goods Co., Ltd.)
2018	organization	217	2681	とうおうくん	（高知県）	有限会社 東央警備	https://www.yurugp.jp//img/uploads/character/200/00002681.jpg	Touou-kun	(Kochi Prefecture)	Too security company
2018	organization	218	3688	シバワン	（東京都）	芝信用金庫	https://www.yurugp.jp//img/uploads/character/200/00003688.jpg	Shibawan	(Tokyo)	Shiba Shinkin Bank
2018	organization	219	3545	ヤバイ仮面	（福岡県）	株式会社悪の秘密結社	https://www.yurugp.jp//img/uploads/character/200/00003545.jpg	Dangerous mask	(Fukuoka Prefecture)	Evil Secret Society Inc.
2018	organization	220	1709	ペギ機関長	（東京都）	『J-CREWプロジェクト ～やっぱり海が好き～』	https://www.yurugp.jp//img/uploads/character/200/00001709.jpg	Pegi Chief	(Tokyo)	"""J-CREW Project-After all I like the sea"""
2018	area	201	1903	鶴美ちゃん　亀蔵くん	（福岡県）	社会福祉法人　長生会	https://www.yurugp.jp//img/uploads/character/200/00001903.jpg	Tsurumi-chan Kamekura-kun	(Fukuoka Prefecture)	Social Welfare Corporation Choseikai
2018	area	202	862	山形村イメージキャラクター「やまっち」	（長野県）	山形村観光協会	https://www.yurugp.jp//img/uploads/character/200/00000862.jpg	"Yamagata village image character ""Yamachi"""	(Nagano Prefecture)	Yamagata Village Tourism Association
2018	area	203	764	湧水の妖精　るるめちゃん	（東京都）	東久留米市市民部産業政策課	https://www.yurugp.jp//img/uploads/character/200/00000764.jpg	Spring water fairy Rurume-chan	(Tokyo)	Higashi Kurume City Citizen's Department Industrial Policy Division
2018	area	204	2509	よこぴー	（千葉県）	千葉県横芝光町	https://www.yurugp.jp//img/uploads/character/200/00002509.jpg	Yokopi	(Chiba Prefecture)	Yokoshiba Hikarimachi, Chiba Prefecture
2018	area	205	3118	けやき丸	（埼玉県）	城北埼玉中学・高等学校	https://www.yurugp.jp//img/uploads/character/200/00003118.jpg	Keyaki Maru	(Saitama)	Johoku Saitama Junior and Senior High School
2018	area	206	3486	くまだ　とまお	（北海道）	北海道苫前町	https://www.yurugp.jp//img/uploads/character/200/00003486.jpg	Kumadama Tomao	(Hokkaido)	Tomamae Town, Hokkaido
2018	area	207	2980	おずっちょ	（神奈川県）	モトスミ・オズ通り商店街振興組合	https://www.yurugp.jp//img/uploads/character/200/00002980.jpg	Ozucho	(Kanagawa Prefecture)	Motosumi Ozdori Shopping District Promotion Association
2018	area	208	470	きょうかい君/あいちゃん	（愛知県）	愛知県土地家屋調査士会	https://www.yurugp.jp//img/uploads/character/200/00000470.jpg	Today you/Ai-chan	(Aichi Prefecture)	Aichi Land Surveyor Association
2018	area	209	1174	いしだんくん	（群馬県）	一般社団法人 渋川伊香保温泉観光協会	https://www.yurugp.jp//img/uploads/character/200/00001174.jpg	Ishidan-kun	(Gunma Prefecture)	Shibukawa Ikaho Hot Spring Tourism Association
2018	area	210	3513	カッキーくん	（福岡県）	香春町役場	https://www.yurugp.jp//img/uploads/character/200/00003513.jpg	Kucky	(Fukuoka Prefecture)	Kaharu Town Office
2018	area	211	3814	はぴなちゃん	（茨城県）	（公社）茨城県看護協会・茨城県ナースセンター	https://www.yurugp.jp//img/uploads/character/200/00003814.jpg	Happina	(Ibaraki Prefecture)	(Public corporation) Ibaraki Nursing Association / Ibaraki Nurse Center
2018	area	211	1088	雲丹	（青森県）	佐井村	https://www.yurugp.jp//img/uploads/character/200/00001088.jpg	sea urchin	(Aomori Prefecture)	Sai village
2018	area	213	60	やっぷー	（兵庫県）	やぶ市観光協会	https://www.yurugp.jp//img/uploads/character/200/00000060.jpg	Yapoo	(Hyogo prefecture)	Yabu City Tourism Association
2018	area	214	3536	茶柱タツ	（三重県）	伊勢茶推進協議会	https://www.yurugp.jp//img/uploads/character/200/00003536.jpg	Tea pillar tatsu	(Mie Prefecture)	Ise tea promotion meeting
2018	area	215	3812	洲本市子育て応援キャラクター　なのは	（兵庫県）	兵庫県洲本市	https://www.yurugp.jp//img/uploads/character/200/00003812.jpg	Sumoto City Child Care Support Character Nanoha	(Hyogo prefecture)	Sumoto City, Hyogo Prefecture
2018	area	216	2378	つたはーん	（徳島県）	阿波池田商工会議所	https://www.yurugp.jp//img/uploads/character/200/00002378.jpg	Tsutahan	(Tokushima)	Awa Ikeda Chamber of Commerce
2018	area	217	3718	ねこ松	（東京都）	学校法人二松學舍	https://www.yurugp.jp//img/uploads/character/200/00003718.jpg	Cat pine	(Tokyo)	School Corporation Ersong School Building
2018	area	218	515	とっぴー	（大阪府）	大阪府富田林市	https://www.yurugp.jp//img/uploads/character/200/00000515.jpg	Toppy	(Osaka Prefecture)	Tomitabayashi City, Osaka Prefecture
2018	area	219	2105	新宿あわわ	（東京都）	新宿区食品衛生協会	https://www.yurugp.jp//img/uploads/character/200/00002105.jpg	Shinjuku Awawa	(Tokyo)	Shinjuku City Food Sanitation Association
2018	area	220	752	ふさだ だしお	（千葉県）	千葉県我孫子市	https://www.yurugp.jp//img/uploads/character/200/00000752.jpg	Dashio Fusada	(Chiba Prefecture)	Abiko City, Chiba Prefecture
2018	organization	221	3601	ココロンちゃん	（長崎県）	長崎県青少年育成県民会議	https://www.yurugp.jp//img/uploads/character/200/00003601.jpg	Kokoro-chan	(Nagasaki Prefecture)	Nagasaki Youth Development Prefectural Citizens' Meeting
2018	organization	222	3958	あ・かいトリくん	（愛知県）	トヨタ自動車株式会社	https://www.yurugp.jp//img/uploads/character/200/00003958.jpg	A Kaitori-kun	(Aichi Prefecture)	Toyota Motor Corporation
2018	organization	223	3756	アモンちゃん	（福岡県）	（株）amon	https://www.yurugp.jp//img/uploads/character/200/00003756.jpg	Amon-chan	(Fukuoka Prefecture)	Amon Co., Ltd.
2018	organization	224	2674	ミツバチみっちゃん	（京都府）	株式会社GSクラフト	https://www.yurugp.jp//img/uploads/character/200/00002674.jpg	Honeybee Micchan	(Kyoto)	GS Craft Co., Ltd.
2018	organization	225	3793	トマ太郎（もぐもぐべじわーるど）	（東京都）	株式会社ヤツルギ魂	https://www.yurugp.jp//img/uploads/character/200/00003793.jpg	Tomataro (Mogmo Gubeji World)	(Tokyo)	Yatsurugi Soul Co., Ltd.
2018	organization	226	3752	名張伊賀まる　コロンちゃん	（三重県）	一般社団法人　和の風　名張伊賀まる	https://www.yurugp.jp//img/uploads/character/200/00003752.jpg	Nabari Igamaru Colon	(Mie Prefecture)	General corporate judicial person Japanese style Nabari Igamaru
2018	organization	227	2141	Bankenトミー	（富山県）	株式会社富山銀行	https://www.yurugp.jp//img/uploads/character/200/00002141.jpg	Banken Tommy	(Toyama Prefecture)	Toyama Bank, Ltd.
2018	organization	228	2880	ぜっとくん	（岡山県）	倉敷平成病院	https://www.yurugp.jp//img/uploads/character/200/00002880.jpg	Zetto-kun	(Okayama Prefecture)	Kurashiki Heisei Hospital
2018	organization	229	3912	ぽかぽかものはし	（静岡県）	静岡ガス株式会社	https://www.yurugp.jp//img/uploads/character/200/00003912.jpg	Hot weather	(Shizuoka Prefecture)	Shizuoka Gas Co., Ltd.
2018	organization	230	3928	チッキー・クラちゃん	（東京都）	公益財団法人　東京都スポーツ文化事業団	https://www.yurugp.jp//img/uploads/character/200/00003928.jpg	Chicky Kula	(Tokyo)	Public interest incorporated foundation Tokyo sports culture corporation
2018	organization	231	3264	つなぐちゃん	（東京都）	株式会社ダイトーコーポレーション	https://www.yurugp.jp//img/uploads/character/200/00003264.jpg	Tunagu-chan	(Tokyo)	Daito Corporation
2018	organization	232	3580	あゆたん	（岡山県）	金光薬品株式会社	https://www.yurugp.jp//img/uploads/character/200/00003580.jpg	Ayutan	(Okayama Prefecture)	Kinko Pharmaceutical Co., Ltd.
2018	organization	233	3622	ニイツン	（東京都）	Niitsuplus(ニイツプラス)	https://www.yurugp.jp//img/uploads/character/200/00003622.jpg	Niitsun	(Tokyo)	Niitsuplus
2018	organization	234	2691	れおっくん	（東京都）	株式会社LEOC	https://www.yurugp.jp//img/uploads/character/200/00002691.jpg	Leo-kun	(Tokyo)	LEOC Co., Ltd.
2018	organization	235	2622	キューぶん	（東京都）	株式会社IHIエスキューブ	https://www.yurugp.jp//img/uploads/character/200/00002622.jpg	Cue	(Tokyo)	IHI Es Cube Co., Ltd.
2018	organization	236	2171	みらっこ	（大分県）	大分みらい信用金庫	https://www.yurugp.jp//img/uploads/character/200/00002171.jpg	Mirakko	(Oita Prefecture)	Oita Mirai Shinkin Bank
2018	organization	236	3933	お風呂シカ フロロ	（奈良県）	奈良健康ランド 奈良プラザホテル	https://www.yurugp.jp//img/uploads/character/200/00003933.jpg	Bath deer floro	(Nara Prefecture)	Nara Kenko Land Nara Plaza Hotel
2018	organization	238	1984	くるまくん	（愛知県）	有限会社　川口商店	https://www.yurugp.jp//img/uploads/character/200/00001984.jpg	Kuruma-kun	(Aichi Prefecture)	Limited company Kawaguchi store
2018	organization	239	3753	アンスイムク太郎	（愛知県）	安水建設	https://www.yurugp.jp//img/uploads/character/200/00003753.jpg	Answim Taro	(Aichi Prefecture)	Anshui Construction
2018	organization	240	3771	パンダ部長	（愛知県）	株式会社サチのくすり箱	https://www.yurugp.jp//img/uploads/character/200/00003771.jpg	Panda Manager	(Aichi Prefecture)	Sachi's medicine box
2018	area	221	458	マチカネくん	（大阪府）	豊中市　都市活力部　魅力創造課	https://www.yurugp.jp//img/uploads/character/200/00000458.jpg	Machikane	(Osaka Prefecture)	怊中市　Urban vitality department　Character creation section
2018	area	222	3637	とみっぴー	（福島県）	福島県双葉郡富岡町	https://www.yurugp.jp//img/uploads/character/200/00003637.jpg	Tomppy	(Fukushima Prefecture)	Tomioka Town, Futaba District, Fukushima Prefecture
2018	area	222	3815	かむてん	（山形県）	山形県新庄市	https://www.yurugp.jp//img/uploads/character/200/00003815.jpg	Kamuten	(Yamagata Prefecture)	Shinjo City, Yamagata Prefecture
2018	area	224	3367	ウレシ丸	（静岡県）	吉田町商工会青年部	https://www.yurugp.jp//img/uploads/character/200/00003367.jpg	Ureshi Maru	(Shizuoka Prefecture)	Yoshida Town Chamber of Commerce
2018	area	225	3249	サンローくん・しいなサン	（東京都）	椎名町本通り商店会	https://www.yurugp.jp//img/uploads/character/200/00003249.jpg	Sanro-kun/Shiina-san	(Tokyo)	Shiinamachi Hondori Store Association
2018	area	226	580	こうめちゃん	（群馬県）	安中市	https://www.yurugp.jp//img/uploads/character/200/00000580.jpg	Koume-chan	(Gunma Prefecture)	Annaka
2018	area	227	624	武田菱丸	（山梨県）	公益社団法人やまなし観光推進機構	https://www.yurugp.jp//img/uploads/character/200/00000624.jpg	Takeda Hishimaru	(Yamanashi Prefecture)	Yamanashi Tourism Promotion Organization
2018	area	228	2695	宗田ぶっしー君	（高知県）	土佐清水市	https://www.yurugp.jp//img/uploads/character/200/00002695.jpg	Soda Bushy	(Kochi Prefecture)	Tosashimizu
2018	area	229	1222	おわんさん	（石川県）	おわんさん 製作委員会	https://www.yurugp.jp//img/uploads/character/200/00001222.jpg	Bowl	(Ishikawa Prefecture)	Owan Production Committee
2018	area	230	1299	笹太郎	（岡山県）	岡山県立岡山芳泉高等学校	https://www.yurugp.jp//img/uploads/character/200/00001299.jpg	Sasataro	(Okayama Prefecture)	Okayama Prefectural Okayama Yoshizumi High School
2018	area	231	479	ちゃちゃも	（三重県）	松阪市	https://www.yurugp.jp//img/uploads/character/200/00000479.jpg	Chachamo	(Mie Prefecture)	Matsusaka City
2018	area	232	327	なまりん	（埼玉県）	埼玉県吉川市	https://www.yurugp.jp//img/uploads/character/200/00000327.jpg	Namarin	(Saitama)	Yoshikawa City, Saitama Prefecture
2018	area	233	1759	ベリー＆ゴー	（長野県）	喬木村	https://www.yurugp.jp//img/uploads/character/200/00001759.jpg	Berry & go	(Nagano Prefecture)	Qiaomucun
2018	area	234	3341	金長たぬき「こまポン」	（徳島県）	小松島市	https://www.yurugp.jp//img/uploads/character/200/00003341.jpg	"Kinaga Tanuki ""Komapon"""	(Tokushima)	Komatsushima
2018	area	235	394	エコトン	（福岡県）	福岡県	https://www.yurugp.jp//img/uploads/character/200/00000394.jpg	Eco-ton	(Fukuoka Prefecture)	Fukuoka Prefecture
2018	area	236	223	蓮花ちゃん	（奈良県）	葛城市観光協会	https://www.yurugp.jp//img/uploads/character/200/00000223.jpg	Lotus flower	(Nara Prefecture)	Katsuragi City Tourism Association
2018	area	237	769	さくまる	（静岡県）	天竜区観光協会佐久間支部	https://www.yurugp.jp//img/uploads/character/200/00000769.jpg	Sakumaru	(Shizuoka Prefecture)	Tenryu City Tourism Association Sakuma Branch
2018	area	238	3974	ところてん衛門	（静岡県）	伊豆ところてん倶楽部	https://www.yurugp.jp//img/uploads/character/200/00003974.jpg	Tokorotenemon	(Shizuoka Prefecture)	Izu Tokoro Ten Club
2018	area	239	2716	新☆ぐーちゃん／松宮さん	（福岡県）	福岡県立新宮高等学校	https://www.yurugp.jp//img/uploads/character/200/00002716.jpg	New ☆ Guo / Matsumiya	(Fukuoka Prefecture)	Fukuoka Prefectural Shingu High School
2018	area	240	3401	まぐトル	（和歌山県）	串本町	https://www.yurugp.jp//img/uploads/character/200/00003401.jpg	Magutoru	(Wakayama Prefecture)	Kushimoto
2018	organization	241	1566	ぼうじろー	（千葉県）	千葉県立房総のむら	https://www.yurugp.jp//img/uploads/character/200/00001566.jpg	Bojiro	(Chiba Prefecture)	Chiba Prefectural Boso Nomura
2018	organization	242	1379	地球犬	（京都府）	大学共同利用機関法人 人間文化研究機構 総合地球環境学研究所（地球研）	https://www.yurugp.jp//img/uploads/character/200/00001379.jpg	Earth dog	(Kyoto)	Inter-University Research Institute Institute for Humanities Research Institute for Global Environmental Studies (Earth Research Institute)
2018	organization	243	3185	つらいにゃん	（愛媛県）	長高水族館	https://www.yurugp.jp//img/uploads/character/200/00003185.jpg	Hard cat	(Ehime Prefecture)	Chang Gao Aquarium
2018	organization	244	1175	巨人くん	（東京都）	「進撃の巨人」製作委員会	https://www.yurugp.jp//img/uploads/character/200/00001175.jpg	Giant	(Tokyo)	"""Attack on Titan"" Production Committee"
2018	organization	245	3772	ぱれっと	（東京都）	株式会社 KIREI produce	https://www.yurugp.jp//img/uploads/character/200/00003772.jpg	Pareto	(Tokyo)	KIREI produce Co., Ltd.
2018	organization	245	1165	着ぐるみうーさーさま	（東京都）	グッドスマイルカンパニー	https://www.yurugp.jp//img/uploads/character/200/00001165.jpg	Kigurumi wooser	(Tokyo)	good smile Company
2018	organization	247	3791	どんぐりくん　と　マロンちゃん	（愛知県）	あいち小児保健医療総合センター	https://www.yurugp.jp//img/uploads/character/200/00003791.jpg	Donguri-kun and Maron-chan	(Aichi Prefecture)	Aichi Children's Health and Medical Center
2018	organization	248	3757	プリンス ニオ	（滋賀県）	びわ湖大津プリンスホテル	https://www.yurugp.jp//img/uploads/character/200/00003757.jpg	Prince Nio	(Shiga Prefecture)	Lake Biwa Otsu Prince Hotel
2018	organization	249	2013	しーるくん	（神奈川県）	住宅情報館株式会社	https://www.yurugp.jp//img/uploads/character/200/00002013.jpg	Shiru-kun	(Kanagawa Prefecture)	Housing Information Center Co., Ltd.
2018	organization	250	3390	もふみん	（千葉県）	もふ屋	https://www.yurugp.jp//img/uploads/character/200/00003390.jpg	Mofumin	(Chiba Prefecture)	Mofuya
2018	organization	251	2747	たまーりん	（埼玉県）	さいたまスーパーアリーナ	https://www.yurugp.jp//img/uploads/character/200/00002747.jpg	Tamarin	(Saitama)	Saitama Super Arena
2018	organization	252	3979	モルドちゃん	（大阪府）	日本サンモルド株式会社	https://www.yurugp.jp//img/uploads/character/200/00003979.jpg	Mold	(Osaka Prefecture)	Japan Sun Mold Co., Ltd.
2018	organization	253	1179	しょもたん	（神奈川県）	湘南モノレール株式会社	https://www.yurugp.jp//img/uploads/character/200/00001179.jpg	Shomotan	(Kanagawa Prefecture)	Shonan Monorail Co., Ltd.
2018	organization	254	3778	おちゅん	（群馬県）	舌切雀のお宿ホテル磯部ガーデン	https://www.yurugp.jp//img/uploads/character/200/00003778.jpg	Ochun	(Gunma Prefecture)	Hotel Isobe Garden
2018	organization	255	1221	つぼちゃん	（鹿児島県）	福山黒酢株式会社	https://www.yurugp.jp//img/uploads/character/200/00001221.jpg	Tsubo-chan	(Kagoshima prefecture)	Fukuyama Kurozu Co., Ltd.
2018	organization	256	3775	んだにゃん	（山形県）	新庄商工会議所	https://www.yurugp.jp//img/uploads/character/200/00003775.jpg	Danyan	(Yamagata Prefecture)	Shinjo Chamber of Commerce
2018	organization	257	3662	のらねこくん	（埼玉県）	一般社団法人 INAKA PROJECT	https://www.yurugp.jp//img/uploads/character/200/00003662.jpg	Noraneko-kun	(Saitama)	INAKA PROJECT
2018	organization	258	3734	牛丸&牛ももこ	（大阪府）	マリンフード株式会社	https://www.yurugp.jp//img/uploads/character/200/00003734.jpg	Ushimaru & Momoko	(Osaka Prefecture)	Marine Food Co., Ltd.
2018	organization	259	1963	やがぴぃ	（栃木県）	野岩鉄道株式会社	https://www.yurugp.jp//img/uploads/character/200/00001963.jpg	Yagapi	(Tochigi Prefecture)	Noiwa Railway Co., Ltd.
2018	organization	260	3659	ボウズマン	（愛媛県）	サイボウズ株式会社	https://www.yurugp.jp//img/uploads/character/200/00003659.jpg	Bowsman	(Ehime Prefecture)	Cybozu, Inc.
2018	area	241	1130	ジャンプ君、メジーナちゃん	（大阪府）	大阪府泉南郡熊取町	https://www.yurugp.jp//img/uploads/character/200/00001130.jpg	Jump-kun, Mezzina-chan	(Osaka Prefecture)	Kumatori-cho, Sennan-gun, Osaka Prefecture
2018	area	242	1665	こもろん	（長野県）	長野県小諸市	https://www.yurugp.jp//img/uploads/character/200/00001665.jpg	Komoron	(Nagano Prefecture)	Komoro City, Nagano Prefecture
2018	area	243	2687	紀の川ぷるぷる娘	（和歌山県）	紀の川市観光協会	https://www.yurugp.jp//img/uploads/character/200/00002687.jpg	Kinokawa Purupuru Girl	(Wakayama Prefecture)	Kinokawa City Tourist Association
2018	area	244	721	やぶさめくん	（福島県）	古殿町	https://www.yurugp.jp//img/uploads/character/200/00000721.jpg	Yabusame-kun	(Fukushima Prefecture)	Old town
2018	area	245	3876	学習院大学広報大使 さくまサン	（東京都）	学習院大学	https://www.yurugp.jp//img/uploads/character/200/00003876.jpg	Gakushuin University Public Relations Ambassador Sakuma Sun	(Tokyo)	Gakushuin University
2018	area	246	377	こっぽりー	（福岡県）	こっぽりー運営委員会	https://www.yurugp.jp//img/uploads/character/200/00000377.jpg	Koppiri	(Fukuoka Prefecture)	Koppari Steering Committee
2018	area	247	3692	トマピー・げんちゃん・とだみちゃん	（埼玉県）	戸田市	https://www.yurugp.jp//img/uploads/character/200/00003692.jpg	Tomapie, Gen-chan and Todami-chan	(Saitama)	Toda City
2018	area	248	1108	あまっち	（福岡県）	ＪＡ福岡市	https://www.yurugp.jp//img/uploads/character/200/00001108.jpg	Amachi	(Fukuoka Prefecture)	JA Fukuoka City
2018	area	249	3960	あさぎちゃん	（佐賀県）	第43回全国高等学校総合文化祭佐賀県実行委員会事務局	https://www.yurugp.jp//img/uploads/character/200/00003960.jpg	Asagi-chan	(Saga Prefecture)	The 43rd National High School Cultural Festival Saga Executive Committee Secretariat
2018	area	250	597	コトミちゃん	（東京都）	江東区	https://www.yurugp.jp//img/uploads/character/200/00000597.jpg	Kotomi-chan	(Tokyo)	Jiangdong District
2018	area	251	525	大多喜町 おたっきー	（千葉県）	千葉県大多喜町	https://www.yurugp.jp//img/uploads/character/200/00000525.jpg	Otaki Town Otaki	(Chiba Prefecture)	Otaki Town, Chiba Prefecture
2018	area	252	3134	えだきんぎょ	（神奈川県）	えだきんぎょ応援団（えだきん商店街）	https://www.yurugp.jp//img/uploads/character/200/00003134.jpg	Eda Kingyo	(Kanagawa Prefecture)	Edakin Gyo cheering party (Edakin shopping district)
2018	area	253	2210	しむかっぴー	（北海道）	占冠村ふるさと祭り実行委員会	https://www.yurugp.jp//img/uploads/character/200/00002210.jpg	Shimkappy	(Hokkaido)	Shimukappu Village Hometown Festival Executive Committee
2018	area	254	3825	「鬼怒松」及び「きぬ松」	（栃木県）	栃木県日光市立鬼怒川小学校	https://www.yurugp.jp//img/uploads/character/200/00003825.jpg	"""Kinumatsu"" and ""Kinumatsu"""	(Tochigi Prefecture)	Kinugawa Elementary School, Nikko City, Tochigi Prefecture
2018	area	255	3947	築上	（福岡県）	築上町	https://www.yurugp.jp//img/uploads/character/200/00003947.jpg	Construction	(Fukuoka Prefecture)	Chikami Town
2018	area	256	2891	つづき　あい	（神奈川県）	都筑区役所地域振興課	https://www.yurugp.jp//img/uploads/character/200/00002891.jpg	Continue Ai	(Kanagawa Prefecture)	Tsuzuki Ward Office Regional Promotion Division
2018	area	257	295	一休さん	（京都府）	(一社）京田辺市観光協会	https://www.yurugp.jp//img/uploads/character/200/00000295.jpg	Ikkyu	(Kyoto)	(No company) Kyotanabe City Tourism Association
2018	area	258	1040	まいりゅう	（茨城県）	茨城県龍ケ崎市	https://www.yurugp.jp//img/uploads/character/200/00001040.jpg	Next	(Ibaraki Prefecture)	Ryugasaki City, Ibaraki Prefecture
2018	area	259	3542	まなっち＆み～ちゃん	（岡山県）	伊里漁業協同組合	https://www.yurugp.jp//img/uploads/character/200/00003542.jpg	Manachi & Mi-chan	(Okayama Prefecture)	Yili Fisheries Synergy
2018	area	260	1479	シスト男爵	（北海道）	むかわ町シスト実行委員会	https://www.yurugp.jp//img/uploads/character/200/00001479.jpg	Baron cyst	(Hokkaido)	Mukawa Town Sist Executive Committee
2018	organization	261	3157	猫国王九蔵	（海外）	九蔵窩株式会社	https://www.yurugp.jp//img/uploads/character/200/00003157.jpg	Neko Kyuzo	(overseas)	Kuzobu Co., Ltd.
2018	organization	262	3145	幸水ナシコ	（福島県）	ＮＥＸＣＯ東日本　東北支社　いわき管理事務所	https://www.yurugp.jp//img/uploads/character/200/00003145.jpg	Kosui Nashiko	(Fukushima Prefecture)	NEXCO East Japan Tohoku Branch Iwaki Management Office
2018	organization	263	3241	けむっし	（大阪府）	株式会社ケイエムシー	https://www.yurugp.jp//img/uploads/character/200/00003241.jpg	Kemushi	(Osaka Prefecture)	KMC Co., Ltd.
2018	organization	264	3466	ケイハチ王子	（東京都）	京王八王子ショッピングセンター	https://www.yurugp.jp//img/uploads/character/200/00003466.jpg	Keihachi Prince	(Tokyo)	Keio Hachioji Shopping Center
2018	organization	265	2934	コップン	（群馬県）	株式会社スナガ	https://www.yurugp.jp//img/uploads/character/200/00002934.jpg	Coppon	(Gunma Prefecture)	Snaga Co., Ltd.
2018	organization	266	3902	飯盛大四郞（愛称 だいちゃん）	（大阪府）	四條畷大東交通安全自動車協会	https://www.yurugp.jp//img/uploads/character/200/00003902.jpg	Iimori Daisaku (nicknamed Dai-chan)	(Osaka Prefecture)	Shijoban Daito Traffic Safety Automobile Association
2018	organization	267	2608	ふーまん	（東京都）	株式会社Insight Tech	https://www.yurugp.jp//img/uploads/character/200/00002608.jpg	Fuman	(Tokyo)	Insight Tech Co., Ltd.
2018	organization	268	2320	ぼんべー君（瓦斯屋凡兵衛）	（茨城県）	一般社団法人茨城県高圧ガス保安協会	https://www.yurugp.jp//img/uploads/character/200/00002320.jpg	Bonbee-kun (Gasaya Bombei)	(Ibaraki Prefecture)	Ibaraki High Pressure Gas Safety Association
2018	organization	269	3504	じんろーくん	（東京都）	人狼ゲーム向上委員会	https://www.yurugp.jp//img/uploads/character/200/00003504.jpg	Jinro-kun	(Tokyo)	The werewolf game improvement committee
2018	organization	270	2673	まもるくん	（高知県）	(一社)高知県建設業協会	https://www.yurugp.jp//img/uploads/character/200/00002673.jpg	Mamoru-kun	(Kochi Prefecture)	(One company) Kochi Prefecture Construction Industry Association
2018	organization	271	1609	アクアン	（東京都）	多摩市立温水プール「アクアブルー多摩」	https://www.yurugp.jp//img/uploads/character/200/00001609.jpg	Aquan	(Tokyo)	"Tama City Warm Water Pool ""Aqua Blue Tama"""
2018	organization	272	3652	ガデもん	（大阪府）	トナリエ南千里　テナント会	https://www.yurugp.jp//img/uploads/character/200/00003652.jpg	Gademon	(Osaka Prefecture)	Tonarie Minami Senri Tenant Association
2018	organization	273	795	もくじぃ	（埼玉県）	和信ペイント株式会社	https://www.yurugp.jp//img/uploads/character/200/00000795.jpg	Mokuji	(Saitama)	Wako Shin Paint Co., Ltd.
2018	organization	274	3509	KCBマン	（高知県）	高知ケーブルテレビ	https://www.yurugp.jp//img/uploads/character/200/00003509.jpg	KCB Man	(Kochi Prefecture)	Kochi cable TV
2018	organization	275	3691	メロQ	（大阪府）	リタ・マークス株式会社	https://www.yurugp.jp//img/uploads/character/200/00003691.jpg	Melody Q	(Osaka Prefecture)	Rita Marks Co., Ltd.
2018	organization	276	3468	思川　結	（栃木県）	電車ごっこ　1185（元　株式会社赤い電車）	https://www.yurugp.jp//img/uploads/character/200/00003468.jpg	Sikawa Yui	(Tochigi Prefecture)	Train pretend 1185 (former red train)
2018	organization	277	3976	インタラクティブりゅうぎんロボ	（沖縄県）	株式会社琉球銀行	https://www.yurugp.jp//img/uploads/character/200/00003976.jpg	Interactive Ryugin Robo	(Okinawa Prefecture)	Ryukyu Bank, Ltd.
2018	organization	278	3530	ゴリすけ	（三重県）	LITTLE FOREST	https://www.yurugp.jp//img/uploads/character/200/00003530.jpg	Gorisuke	(Mie Prefecture)	LITTLE FOREST
2018	organization	279	3978	トモロー	（東京都）	トモロー制作委員会	https://www.yurugp.jp//img/uploads/character/200/00003978.jpg	Tomorrow	(Tokyo)	Tomorrow Production Committee
2018	organization	280	3369	びんちゃん　たぴきち	（千葉県）	株式会社ＢＬＵＥ　ＳＴＡＲ	https://www.yurugp.jp//img/uploads/character/200/00003369.jpg	Binchan Tapikichi	(Chiba Prefecture)	BLUE STAR Co., Ltd.
2018	area	261	2054	もーん父さん	（山梨県）	甲斐黄金村・湯之奥金山博物館	https://www.yurugp.jp//img/uploads/character/200/00002054.jpg	Mom Dad	(Yamanashi Prefecture)	Kai Kogane Village Yunooku Gold Mountain Museum
2018	area	262	1959	カニットリくん	（鳥取県）	鳥取県・皆生温泉 / 皆生グランドホテル	https://www.yurugp.jp//img/uploads/character/200/00001959.jpg	Kanituri-kun	(Tottori prefecture)	Tottori Prefecture Kaike Onsen / Kaike Grand Hotel
2018	area	263	3877	ハピルスくん	（岩手県）	岩手県国民健康保険団体連合会	https://www.yurugp.jp//img/uploads/character/200/00003877.jpg	Happils	(Iwate Prefecture)	Iwate National Health Insurance Association
2018	area	264	649	りんりんちゃん	（東京都）	板橋区	https://www.yurugp.jp//img/uploads/character/200/00000649.jpg	Rinrin-chan	(Tokyo)	Banqiao District
2018	area	265	3951	タノくん	（岩手県）	田野畑村	https://www.yurugp.jp//img/uploads/character/200/00003951.jpg	Tano-kun	(Iwate Prefecture)	Tanohata
2018	area	266	80	えんむちゃん	（埼玉県）	くまがや市商工会	https://www.yurugp.jp//img/uploads/character/200/00000080.jpg	Enmu-chan	(Saitama)	Kumagaya City Chamber of Commerce
2018	area	266	3820	うってぃ	（栃木県）	帝京大学宇都宮キャンパス	https://www.yurugp.jp//img/uploads/character/200/00003820.jpg	Utti	(Tochigi Prefecture)	Teikyo University Utsunomiya Campus
